Name,Code,CURRENCY,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
AB SCIENCE S.A - TOTAL INTANGIBLE OT ASSETS-NET,FR0010557264(WC02649),E,745,785,1009,1103,1266,1290,1464,1691,1630,1739,1572,1417,1471
AB SCIENCE S.A - TOTAL DEBT % COMMON EQUITY,FR0010557264(WC08231),E,27.84,511.24,47.7,94.72,203.02,6665.1,-148.31,-128.21,-262.66,102.93,-54.87,-53.55,-101.8
ABC ARBITRAGE - TOTAL INTANGIBLE OT ASSETS-NET,FR0004040608(WC02649),E,12,68,42,69,82,60,72,74,186,118,188,174,126
ABC ARBITRAGE - TOTAL DEBT % COMMON EQUITY,FR0004040608(WC08231),E,0.4,0.27,0.22,0.23,0.04,0.09,0.07,0,0,0,0,1.6,0.75
ABENGOA S.A. - TOTAL INTANGIBLE OT ASSETS-NET,ES0105200416(WC02649),E,1942594,2953956,4908724,7007696,9690331,9415354,6510563,3857268,380135,222207,231275,216737,182824
ABENGOA S.A. - TOTAL DEBT % COMMON EQUITY,ES0105200416(WC08231),E,1181.64,797.34,773.01,792.85,1112.83,906.64,711.53,15475.06,-131.98,-130.73,-107.95,-95.65,-94.24
ABN AMRO BANK - TOTAL INTANGIBLE OT ASSETS-NET,NL0011540547(WC02649),E,NA,NA,NA,NA,223000,195000,255000,263000,251000,184000,164000,178000,128000
ABN AMRO BANK - TOTAL DEBT % COMMON EQUITY,NL0011540547(WC08231),E,NA,NA,NA,NA,980.16,829.45,774.44,681.25,660.49,609.63,586.26,557.3,659.97
ABSOLENT AIR CA - TOTAL INTANGIBLE OT ASSETS-NET,SE0006256558(WC02649),SK,NA,NA,NA,62954,42868,25802,4959,28063,40289,62402,56554,361648,261332
ABSOLENT AIR CA - TOTAL DEBT % COMMON EQUITY,SE0006256558(WC08231),SK,NA,NA,NA,38.92,125.17,96.39,9.22,0.61,0.21,0.13,0.06,71.08,169.21
ACADE - TOTAL INTANGIBLE OT ASSETS-NET,SE0007897079(WC02649),SK,NA,NA,NA,2856091,3791507,3812755,4987898,4941000,5077000,5274000,6175000,6231000,6191000
ACADE - TOTAL DEBT % COMMON EQUITY,SE0007897079(WC08231),SK,NA,NA,NA,106.12,137.81,130.49,131.11,131.68,89.63,78.68,67.5,60.34,197.96
ACCELL GROUP NV - TOTAL INTANGIBLE OT ASSETS-NET,NL0009767532(WC02649),E,39611,42382,42244,50030,98310,93042,106611,103245,103959,98889,138719,132617,127001
ACCELL GROUP NV - TOTAL DEBT % COMMON EQUITY,NL0009767532(WC08231),E,75.42,56.44,56.45,55.87,60.71,83.09,60.1,70.02,61.59,61.86,55.36,85.64,67.18
ACCIONA SA - TOTAL INTANGIBLE OT ASSETS-NET,ES0125220311(WC02649),E,7808043,1595741,1711076,1792747,1854572,776851,611726,587780,1576242,1761672,783049,766663,629385
ACCIONA SA - TOTAL DEBT % COMMON EQUITY,ES0125220311(WC08231),E,478.61,151.6,146.49,169.83,173.58,252.96,207.33,201.82,186.85,189.26,199.92,232.69,216.23
ACCOR SA - TOTAL INTANGIBLE OT ASSETS-NET,FR0000120404(WC02649),E,2444000,2265000,1152000,1085000,1104000,990000,984000,1004000,3897000,3802000,5052000,5044000,4547000
ACCOR SA - TOTAL DEBT % COMMON EQUITY,FR0000120404(WC08231),E,71.86,95.03,54.47,48.54,85.94,87.91,135.63,130.16,79.54,84.12,90.17,83.57,155.95
ACEA SPA - TOTAL INTANGIBLE OT ASSETS-NET,IT0001207098(WC02649),E,423520,439619,1505139,1820257,1955403,2058542,1634627,1780381,1970632,2064964,2423235,2953140,3446371
ACEA SPA - TOTAL DEBT % COMMON EQUITY,IT0001207098(WC08231),E,151.71,217.41,195.11,229.59,247.23,242.37,225.83,193.42,176.44,196.68,218.71,227.86,232.8
ACERINOX S.A. - TOTAL INTANGIBLE OT ASSETS-NET,ES0132105018(WC02649),E,80138,78290,78671,76329,76089,75769,78435,80305,71893,71634,71373,4468,100640
ACERINOX S.A. - TOTAL DEBT % COMMON EQUITY,ES0132105018(WC08231),E,52.37,70.2,67.33,61.08,74.22,80.65,77.66,61.73,58.61,64.82,67.98,73.24,107.46
ACKERMANS & VAN HAAR - TOTAL INTANGIBLE OT ASSETS-NET,BE0003764785(WC02649),E,141860,142931,144548,148744,154461,470404,438449,490894,509371,529090,516540,458452,473699
ACKERMANS & VAN HAAR - TOTAL DEBT % COMMON EQUITY,BE0003764785(WC08231),E,33.39,29.21,29.19,28.14,32.06,252.35,235.18,228.32,230.17,226.57,227.72,238.93,253.89
ACROUD AB - TOTAL INTANGIBLE OT ASSETS-NET,SE0001863291(WC02649),SK,0,17437,7276,5934,5782,6271,6112,5687,375961,438074,467926,502444,504795
ACROUD AB - TOTAL DEBT % COMMON EQUITY,SE0001863291(WC08231),SK,0,0,0,0,0,NA,NA,NA,7459.81,644.23,169.88,113.73,59.88
ACS ACTIVIDADES - TOTAL INTANGIBLE OT ASSETS-NET,ES0167050915(WC02649),E,1466906,1575238,1613732,4753432,4540185,4491245,4620123,4448055,4251868,4132335,4041120,4067737,3659179
ACS ACTIVIDADES - TOTAL DEBT % COMMON EQUITY,ES0167050915(WC08231),E,403.3,329.73,334.04,496.99,443.24,350.72,412.34,318.51,243.07,215.19,192.74,237.55,337.85
ADDLIFE AB - TOTAL INTANGIBLE OT ASSETS-NET,SE0014401378(WC02649),SK,NA,NA,NA,NA,NA,211400,202300,192500,870700,1152600,1465000,1761100,2002800
ADDLIFE AB - TOTAL DEBT % COMMON EQUITY,SE0014401378(WC08231),SK,NA,NA,NA,NA,NA,9.85,11.85,10.68,44.75,71.22,90.76,61.1,42.81
ADDTECH AB - TOTAL INTANGIBLE OT ASSETS-NET,SE0014781795(WC02649),SK,521000,606000,554000,793000,1012000,1191800,1343000,1543000,1498000,1892000,2463000,2953000,3240000
ADDTECH AB - TOTAL DEBT % COMMON EQUITY,SE0014781795(WC08231),SK,38.55,26.89,4.36,24.48,38.75,53.21,44.66,39.43,51.52,57.55,65.66,80.81,86.68
ADEVINTA - TOTAL INTANGIBLE OT ASSETS-NET,NO0010844038(WC02649),NK,NA,NA,NA,NA,NA,NA,NA,NA,10622130,13329236,12891856,13728556,13846238
ADEVINTA - TOTAL DEBT % COMMON EQUITY,NO0010844038(WC08231),NK,NA,NA,NA,NA,NA,NA,NA,NA,32.05,45.13,34.03,17.61,138.13
ADIDAS AG - TOTAL INTANGIBLE OT ASSETS-NET,DE000A1EWWW0(WC02649),E,3093000,2980000,3128000,3243000,2932000,2787000,2763000,3208000,3259000,2683000,2285000,2421000,2210000
ADIDAS AG - TOTAL DEBT % COMMON EQUITY,DE000A1EWWW0(WC08231),E,76.05,46.94,34.99,24.16,28.37,24.54,33.46,32.44,25.11,17.41,27.69,70.18,91.4
ADLER GROUP SA - TOTAL INTANGIBLE OT ASSETS-NET,LU1250154413(WC02649),E,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1209472
ADLER GROUP SA - TOTAL DEBT % COMMON EQUITY,LU1250154413(WC08231),E,NA,NA,NA,NA,918.99,516.87,318.78,99.97,61.88,79.27,74.82,50.36,192.96
ADLER REAL ESTATE AG - TOTAL INTANGIBLE OT ASSETS-NET,DE0005008007(WC02649),E,19,9,1,0,0,7,28808,131910,131135,101765,171370,170023,169924
ADLER REAL ESTATE AG - TOTAL DEBT % COMMON EQUITY,DE0005008007(WC08231),E,20.4,24.23,16.98,14.5,35.3,71.42,349.21,297.78,272.3,257.6,307.14,327.6,227.53
AEROPORTS DE PARIS - TOTAL INTANGIBLE OT ASSETS-NET,FR0010340141(WC02649),E,52783,83077,91993,71521,94438,88405,82000,104000,110000,2808000,3560000,3304000,2795000
AEROPORTS DE PARIS - TOTAL DEBT % COMMON EQUITY,FR0010340141(WC08231),E,84.48,94.72,90.72,94.63,102.44,106.28,103.19,106.93,103.01,127.68,143.67,144.12,293.87
ADVA AG - TOTAL INTANGIBLE OT ASSETS-NET,DE0005103006(WC02649),E,51609,54543,56691,64614,70959,74654,82880,91558,134230,190127,189850,192760,185949
ADVA AG - TOTAL DEBT % COMMON EQUITY,DE0005103006(WC08231),E,34.92,28.03,25.5,20.55,18.86,24.84,19.76,19.76,24.84,42.53,36.58,45.12,34.35
ADYEN NV - TOTAL INTANGIBLE OT ASSETS-NET,NL0012969182(WC02649),E,NA,NA,NA,NA,NA,NA,2037,2978,3955,3978,5059,7640,9970
ADYEN NV - TOTAL DEBT % COMMON EQUITY,NL0012969182(WC08231),E,NA,NA,NA,NA,NA,NA,0,0,0,0,0,7.1,10.79
AEDAS HOMES SA - TOTAL INTANGIBLE OT ASSETS-NET,ES0105287009(WC02649),E,NA,NA,NA,NA,NA,NA,NA,NA,49,316,416,1300,1245
AEDAS HOMES SA - TOTAL DEBT % COMMON EQUITY,ES0105287009(WC08231),E,NA,NA,NA,NA,NA,NA,NA,NA,569.32,7.48,16.36,33.26,37.68
AEDIFICA NV - TOTAL INTANGIBLE OT ASSETS-NET,BE0003851681(WC02649),E,2011,1964,1916,1885,1876,1877,1877,1958,1975,2077,2157,407,163516
AEDIFICA NV - TOTAL DEBT % COMMON EQUITY,BE0003851681(WC08231),E,83.53,102.07,127.42,84.66,110.64,59.45,87.11,61.28,77.12,69.14,78.56,59.91,79.27
AEGEAN AIRLINES S.A. - TOTAL INTANGIBLE OT ASSETS-NET,GRS495003006(WC02649),E,598,1185,4697,27177,26791,56387,57302,39756,86803,84870,83262,82157,82225
AEGEAN AIRLINES S.A. - TOTAL DEBT % COMMON EQUITY,GRS495003006(WC08231),E,40.41,37.11,51.37,58.16,48.16,27.74,27.02,24.95,19.13,12.75,8.25,165.02,1111.56
AEGON N.V. - TOTAL INTANGIBLE OT ASSETS-NET,NL0000303709(WC02649),E,1306000,1247000,1138000,1199000,1088000,2246000,2073000,2110000,1820000,1633000,1727000,1559000,1386000
AEGON N.V. - TOTAL DEBT % COMMON EQUITY,NL0000303709(WC08231),E,95.55,102.15,89.52,80.95,91.97,97.42,107.41,88.75,102.5,107.15,96.07,75.29,59.44
AENA SME SA - TOTAL INTANGIBLE OT ASSETS-NET,ES0105046009(WC02649),E,NA,NA,NA,107967,115727,108738,641577,634764,525647,491173,506996,1009244,702306
AENA SME SA - TOTAL DEBT % COMMON EQUITY,ES0105046009(WC08231),E,NA,NA,NA,490.09,495.72,377.43,312.44,230.6,175.54,140.46,119.76,106.74,133.68
AEROPORTO GUGLI - TOTAL INTANGIBLE OT ASSETS-NET,IT0001006128(WC02649),E,NA,NA,NA,NA,143335,158126,157483,155882,156711,158307,168351,178460,200039
AEROPORTO GUGLI - TOTAL DEBT % COMMON EQUITY,IT0001006128(WC08231),E,NA,NA,NA,NA,36.51,31.82,24.93,26.73,18.59,14.56,11.03,9.35,44.61
AF GRUPPEN ASA - TOTAL INTANGIBLE OT ASSETS-NET,NO0003078107(WC02649),NK,474771,457521,467000,1300000,1310000,1347000,1358000,2077000,2032000,2188000,2288000,4306000,4367000
AF GRUPPEN ASA - TOTAL DEBT % COMMON EQUITY,NO0003078107(WC08231),NK,59.3,10.35,7.45,10.19,12.6,6.43,23.13,27.03,28.21,30.76,34.77,84.25,61.78
AFRY - TOTAL INTANGIBLE OT ASSETS-NET,SE0005999836(WC02649),SK,1357067,1369761,1677000,1695200,4263400,4144200,4276400,4817700,5955000,6542000,7166000,13355000,12912000
AFRY - TOTAL DEBT % COMMON EQUITY,SE0005999836(WC08231),SK,21.34,18.16,9.83,2.83,36.88,27.97,24.42,38.89,52.67,55.47,65.2,83.4,67.36
AGEAS SA - TOTAL INTANGIBLE OT ASSETS-NET,BE0974264930(WC02649),E,817000,890000,1226300,1169900,1115500,1421500,1488600,1539200,1217700,1122600,1097100,1202800,1229000
AGEAS SA - TOTAL DEBT % COMMON EQUITY,BE0974264930(WC08231),E,261.52,86.28,69.99,75.98,64.22,66.59,66.07,66.14,71.84,68.59,71.01,88.23,95.76
AGFA-GEVAERT NV - TOTAL INTANGIBLE OT ASSETS-NET,BE0003755692(WC02649),E,647000,648000,680000,681000,654000,618000,615000,622000,621000,589000,615000,566000,284000
AGFA-GEVAERT NV - TOTAL DEBT % COMMON EQUITY,BE0003755692(WC08231),E,117.57,78.22,38.72,38.23,45.48,105.54,346.24,79.39,51.63,31.27,113.1,392.77,14.59
AGRANA BETEILIGUNGS - TOTAL INTANGIBLE OT ASSETS-NET,AT000AGRANA3(WC02649),E,252939,260498,252446,248551,248383,249338,247763,241475,241961,282319,276815,276740,275108
AGRANA BETEILIGUNGS - TOTAL DEBT % COMMON EQUITY,AT000AGRANA3(WC08231),E,75.79,81.56,63.18,59.64,64.84,65.24,58.57,55.7,46.68,33.87,26.64,31.41,43.59
AHLERS AG - TOTAL INTANGIBLE OT ASSETS-NET,DE0005009740(WC02649),E,12416,12625,12127,12288,11987,11728,12715,13746,15030,17020,18346,18341,17223
AHLERS AG - TOTAL DEBT % COMMON EQUITY,DE0005009740(WC08231),E,52.08,33.1,24.78,22.39,24.15,28.56,29.56,28.96,33.26,36.04,35.61,27.45,70.16
AIB GROUP PLC - TOTAL INTANGIBLE OT ASSETS-NET,IE00BF0L3536(WC02649),E,774000,782000,193000,176000,187000,176000,171000,289000,392000,569000,682000,917000,937000
AIB GROUP PLC - TOTAL DEBT % COMMON EQUITY,IE00BF0L3536(WC08231),E,804.77,673.41,2081.95,375.73,364.5,375.76,255.06,211.12,133.59,79,66.85,71.24,92.3
AIR FRANCE - KLM - TOTAL INTANGIBLE OT ASSETS-NET,FR0000031122(WC02649),E,852000,959000,1013000,1200000,1094000,1133000,1252000,1265000,1284000,1338000,1411000,1522000,1445000
AIR FRANCE - KLM - TOTAL DEBT % COMMON EQUITY,FR0000031122(WC08231),E,75.17,167.54,206,172.8,226.32,455.08,-1441.88,-2556,1311.11,331.93,788.69,615.52,-343.6
AIRBUS SE - TOTAL INTANGIBLE OT ASSETS-NET,NL0000235190(WC02649),E,11171000,11060000,11299000,12745000,13422000,13653000,12758000,12555000,12068000,11629000,16726000,16591000,16199000
AIRBUS SE - TOTAL DEBT % COMMON EQUITY,NL0000235190(WC08231),E,40.86,50.27,48.39,57.67,101.19,108.68,196.56,275.08,479.85,128.09,138.86,241.42,325.94
AIXTRON SE - TOTAL INTANGIBLE OT ASSETS-NET,DE000A0WMPJ6(WC02649),E,68974,66041,69178,70283,68564,67173,67271,82294,79989,72992,73724,74741,73853
AIXTRON SE - TOTAL DEBT % COMMON EQUITY,DE000A0WMPJ6(WC08231),E,0,0,0,0,0,0,0,0,0,0,0,0.19,0.64
AKASTOR ASA - TOTAL INTANGIBLE OT ASSETS-NET,NO0010215684(WC02649),NK,7119000,7915000,6783000,6310000,6884000,8242000,3122000,2785000,1731000,1435000,1260000,1593000,1595000
AKASTOR ASA - TOTAL DEBT % COMMON EQUITY,NO0010215684(WC08231),NK,79.48,83.72,80.91,53.82,65.05,84.49,53.61,76.32,54.73,47.98,13.94,48.77,63.94
AKER ASA - TOTAL INTANGIBLE OT ASSETS-NET,NO0010234552(WC02649),NK,3210000,1966000,1660000,8417000,5476000,5394000,28455000,27324000,9429000,9482000,10976000,12154000,3295000
AKER ASA - TOTAL DEBT % COMMON EQUITY,NO0010234552(WC08231),NK,95.49,185.8,195.57,84.28,142.15,181.52,502.3,649.68,138.73,132.94,138.24,248.26,175.83
AKER BIOMARINE ASA - TOTAL INTANGIBLE OT ASSETS-NET,NO0010886625(WC02649),NK,NA,NA,NA,NA,NA,NA,NA,617913,583326,783424,986416,1670737,1549004
AKER BIOMARINE ASA - TOTAL DEBT % COMMON EQUITY,NO0010886625(WC08231),NK,NA,NA,NA,NA,NA,NA,NA,207.87,232.35,464,114.85,271.8,65.06
AKER BP ASA - TOTAL INTANGIBLE OT ASSETS-NET,NO0010345853(WC02649),NK,2380507,2911889,3506433,3818956,3228585,3023519,15897687,15080287,30806083,31548290,37098843,37314235,31663246
AKER BP ASA - TOTAL DEBT % COMMON EQUITY,NO0010345853(WC08231),NK,0,38.46,48.49,26.29,65.69,156.46,351.48,773.5,103.73,113.4,67.51,152.05,210.56
AKER CARBON - TOTAL INTANGIBLE OT ASSETS-NET,NO0010890304(WC02649),NK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3792
AKER CARBON - TOTAL DEBT % COMMON EQUITY,NO0010890304(WC08231),NK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14
AKER SOLUTIONS ASA - TOTAL INTANGIBLE OT ASSETS-NET,NO0010716582(WC02649),NK,NA,NA,NA,3427000,3833000,5080000,5763000,6207000,5647000,5814000,5686000,5710000,5825000
AKER SOLUTIONS ASA - TOTAL DEBT % COMMON EQUITY,NO0010716582(WC08231),NK,NA,NA,NA,20.3,83.79,56.19,67.43,57.82,62.99,44.63,38.83,125.55,99.44
AKKA TECHNOLOGIE - TOTAL INTANGIBLE OT ASSETS-NET,FR0004180537(WC02649),E,82685,94130,94442,95536,112588,122558,137814,203128,235323,303016,380837,392418,803861
AKKA TECHNOLOGIE - TOTAL DEBT % COMMON EQUITY,FR0004180537(WC08231),E,38.12,31.82,22.77,13.01,79.41,82,147.16,155.03,128.07,270.08,213.27,145.65,161.95
AKTIA BANK ABP - TOTAL INTANGIBLE OT ASSETS-NET,FI4000058870(WC02649),E,6741,9418,10370,17278,14156,20326,36279,50753,63698,71139,66656,62813,57932
AKTIA BANK ABP - TOTAL DEBT % COMMON EQUITY,FI4000058870(WC08231),E,1729.65,1331.26,1277.51,1196.51,952.11,901.28,754.43,634.25,539.74,575.3,562.15,570.99,562.62
AKVA GROUP ASA - TOTAL INTANGIBLE OT ASSETS-NET,NO0003097503(WC02649),NK,238160,219090,215946,209556,201247,225714,257209,348130,562135,582101,1037482,1011252,1043350
AKVA GROUP ASA - TOTAL DEBT % COMMON EQUITY,NO0003097503(WC08231),NK,63.79,77.94,93.04,56.5,44.07,39.48,36.75,57.8,86.95,94.63,71.67,123.43,86.61
AKWEL SA - TOTAL INTANGIBLE OT ASSETS-NET,FR0000053027(WC02649),E,8074,7889,8041,33426,33140,31691,53093,56614,57505,52824,47852,46093,37753
AKWEL SA - TOTAL DEBT % COMMON EQUITY,FR0000053027(WC08231),E,92.96,38.07,18.42,61.94,49.57,43.03,54.74,43.7,35.33,32.63,29.42,27.58,21.22
AKZO NOBEL N.V. - TOTAL INTANGIBLE OT ASSETS-NET,NL0013267909(WC02649),E,7172000,7388000,7308000,7392000,4454000,3906000,4142000,4156000,4413000,3409000,3458000,3625000,3554000
AKZO NOBEL N.V. - TOTAL DEBT % COMMON EQUITY,NL0013267909(WC08231),E,49.3,49.8,42.15,38.31,58.76,64.84,57.65,39.96,41.68,55.81,20.58,34.82,50.3
ALBIOMA SA - TOTAL INTANGIBLE OT ASSETS-NET,FR0000060402(WC02649),E,115279,110708,107010,110393,111713,104216,99383,121033,118880,109833,125408,124978,110385
ALBIOMA SA - TOTAL DEBT % COMMON EQUITY,FR0000060402(WC08231),E,218.53,215.83,228.86,236.81,201.51,159.14,157.33,159.51,177.6,181.92,207.05,229.06,212.5
ALD SA - TOTAL INTANGIBLE OT ASSETS-NET,FR0013258662(WC02649),E,NA,NA,NA,NA,186100,186800,195300,211600,453400,563200,574600,616100,612500
ALD SA - TOTAL DEBT % COMMON EQUITY,FR0013258662(WC08231),E,NA,NA,NA,NA,754.4,612.54,544.09,278.84,432.1,449.7,463.2,464.09,426.93
ALFA LAVAL AB - TOTAL INTANGIBLE OT ASSETS-NET,SE0000695876(WC02649),SK,7273000,8633000,8533000,13045000,13599000,13643000,28306000,26054000,26382000,24467000,24410000,24246000,21284000
ALFA LAVAL AB - TOTAL DEBT % COMMON EQUITY,SE0000695876(WC08231),SK,35.66,16.07,10.06,35.44,36.55,25.85,105.6,80.95,66.92,62.3,51.37,53.51,40.25
ALFEN NV - TOTAL INTANGIBLE OT ASSETS-NET,NL0012817175(WC02649),E,NA,NA,NA,NA,NA,NA,NA,2413,3092,3948,9165,11224,13602
ALFEN NV - TOTAL DEBT % COMMON EQUITY,NL0012817175(WC08231),E,NA,NA,NA,NA,NA,NA,NA,34.22,40.9,45.46,252.24,148.59,26.93
ALIMAK GROUP - TOTAL INTANGIBLE OT ASSETS-NET,SE0007158910(WC02649),SK,NA,NA,NA,NA,1563248,1554606,1703657,1729734,1789205,2896000,2930100,2988400,2831800
ALIMAK GROUP - TOTAL DEBT % COMMON EQUITY,SE0007158910(WC08231),SK,NA,NA,NA,NA,154.36,129.61,108.85,40.01,23.85,40.33,35.85,37.62,26.36
ALIOR BANK SA - TOTAL INTANGIBLE OT ASSETS-NET,PLALIOR00045(WC02649),PZ,NA,82341,109131,122854,157940,188050,215564,387048,516444,548587,572320,580352,425109
ALIOR BANK SA - TOTAL DEBT % COMMON EQUITY,PLALIOR00045(WC08231),PZ,NA,82.75,21.49,10.39,43.6,53.41,52.79,55.43,25.69,41.51,38.72,43.74,45.6
ALK-ABELLO A/S - TOTAL INTANGIBLE OT ASSETS-NET,DK0060027142(WC02649),DK,414000,449000,607000,619000,649000,674000,663000,759000,764000,752000,725000,682000,624000
ALK-ABELLO A/S - TOTAL DEBT % COMMON EQUITY,DK0060027142(WC08231),DK,2.63,2.39,2.38,15.41,14.54,14.54,13.76,23.92,26.96,23.04,23.34,31.17,29.91
SIXT LEASING SE - TOTAL INTANGIBLE OT ASSETS-NET,DE000A0DPRE6(WC02649),E,NA,NA,NA,NA,103,132,774,2133,6108,7689,9518,14800,23002
SIXT LEASING SE - TOTAL DEBT % COMMON EQUITY,DE000A0DPRE6(WC08231),E,NA,NA,NA,NA,363.85,1526.54,2114.84,54.54,181.71,422.17,471.46,412.84,438.55
ALLEGRO.EU - TOTAL INTANGIBLE OT ASSETS-NET,LU2237380790(WC02649),PZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,13706421,13427122,13258464,13046273
ALLEGRO.EU - TOTAL DEBT % COMMON EQUITY,LU2237380790(WC08231),PZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.35,52.26,96.29,68.13
ALLIANZ SE - TOTAL INTANGIBLE OT ASSETS-NET,DE0008404005(WC02649),E,11451000,13476000,13381000,13304000,13090000,13100000,13755000,13444000,13753000,13262000,13767000,14796000,15604000
ALLIANZ SE - TOTAL DEBT % COMMON EQUITY,DE0008404005(WC08231),E,76.29,76.85,66.51,70.19,65.58,67.87,62.55,61.25,61.25,66.42,67.63,68.19,76.13
ALLIGATOR BIOSCIE - TOTAL INTANGIBLE OT ASSETS-NET,SE0000767188(WC02649),SK,NA,NA,NA,NA,NA,NA,54083,43423,20255,19403,19115,18645,18353
ALLIGATOR BIOSCIE - TOTAL DEBT % COMMON EQUITY,SE0000767188(WC08231),SK,NA,NA,NA,NA,NA,NA,0,0,0,0,0,6.6,10.48
ALM. BRAND A/S - TOTAL INTANGIBLE OT ASSETS-NET,DK0015250344(WC02649),DK,243000,118000,82000,0,0,0,0,0,0,3000,211000,187000,9000
ALM. BRAND A/S - TOTAL DEBT % COMMON EQUITY,DK0015250344(WC08231),DK,233.71,376.91,314.22,304.72,138.32,84.73,52.96,24.64,24.38,18.35,21.19,34.72,30.91
ALM EQUITY AB (PUBL) - TOTAL INTANGIBLE OT ASSETS-NET,SE0000540163(WC02649),SK,0,0,0,0,0,0,0,0,0,0,0,0,15000
ALM EQUITY AB (PUBL) - TOTAL DEBT % COMMON EQUITY,SE0000540163(WC08231),SK,3.28,0,0,0,0,0,120.67,93.3,216.4,118.19,115.65,200.73,213.89
ALMIRALL SA - TOTAL INTANGIBLE OT ASSETS-NET,ES0157097017(WC02649),E,616179,625476,654657,624156,628500,931340,783189,760003,1425761,1072131,1437181,1454981,1325502
ALMIRALL SA - TOTAL DEBT % COMMON EQUITY,ES0157097017(WC08231),E,47.9,33.99,35.44,23.66,0.4,28.84,24.39,22.54,20.86,22.05,46.09,38.73,37.71
ALPHA SERVICES - TOTAL INTANGIBLE OT ASSETS-NET,GRS015003007(WC02649),E,159961,178109,193191,181512,142617,242914,331424,342251,371314,389809,434093,492346,601818
ALPHA SERVICES - TOTAL DEBT % COMMON EQUITY,GRS015003007(WC08231),E,671.29,471.7,511,5496.07,-8240.02,276.87,247.01,283.72,217.95,144.61,140.94,137.23,174.51
ALSTOM SA - TOTAL INTANGIBLE OT ASSETS-NET,FR0010220475(WC02649),E,5089000,5283000,5357000,7330000,7404000,7518000,7335000,1132000,1753000,1908000,1832000,2044000,2037000
ALSTOM SA - TOTAL DEBT % COMMON EQUITY,FR0010220475(WC08231),E,86.97,47.51,63.48,109.09,114.72,98.88,113.42,125.45,76.36,55.7,43.04,32.22,50.08
ALSTRIA OFFICE - TOTAL INTANGIBLE OT ASSETS-NET,DE000A0LD2U1(WC02649),E,336,311,319,450,467,472,344,607,329,313,349,232,55
ALSTRIA OFFICE - TOTAL DEBT % COMMON EQUITY,DE000A0LD2U1(WC08231),E,150.67,163.86,114.7,111.86,107.57,106.19,104.15,129.18,85.96,75.12,50.31,54.08,52.29
ALTEN - TOTAL INTANGIBLE OT ASSETS-NET,FR0000071946(WC02649),E,172772,189919,190933,194257,210625,236972,285381,341903,423016,447710,503828,544154,709507
ALTEN - TOTAL DEBT % COMMON EQUITY,FR0000071946(WC08231),E,19.34,16.36,4.42,3.9,1.83,4.5,7.96,11.5,12.24,6.82,11.15,27.35,21.26
ALTRI SGPS S.A. - TOTAL INTANGIBLE OT ASSETS-NET,PTALT0AE0002(WC02649),E,269817,269645,270118,266521,266137,265726,265671,265615,266175,266551,320816,317674,317833
ALTRI SGPS S.A. - TOTAL DEBT % COMMON EQUITY,PTALT0AE0002(WC08231),E,968.87,1592,755.55,600.19,423.23,333.78,287.16,212.2,215.58,147.91,129.5,166.26,180.99
