Name,Code,CURRENCY,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
AF GRUPPEN ASA - OPERATING INCOME,NO0003078107(WC01250),NK,280190,229956,228000,221000,239000,481000,499000,806000,1058000,808000,933000,1157000,1178000
AF GRUPPEN ASA - NET SALES%WORKING CAPITAL,NO0003078107(WC08141),NK,164.93,-66.05,16.34,1817,-67.79,-32.25,-9.91,-9.06,-9.23,-10.35,-12.43,-6.86,-9.51
AFRY - OPERATING INCOME,SE0005999836(WC01250),SK,484546,372528,310900,424500,480900,575500,724600,786600,955000,1075000,1202000,1489000,1249000
AFRY - NET SALES%WORKING CAPITAL,SE0005999836(WC08141),SK,13.27,18.37,8.2,7.25,10.45,24.16,26.06,18.47,9.93,52.52,18.63,26.93,48.32
AGEAS SA - OPERATING INCOME,BE0974264930(WC01250),E,805000,2084000,474600,-163900,943400,677500,537600,922900,-238900,539000,490800,710000,1235000
#ERROR,,,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,,,,,,
AGFA-GEVAERT NV - OPERATING INCOME,BE0003755692(WC01250),E,84000,132000,-34000,-120000,-6000,54000,111000,142000,160000,132000,46000,198000,96000
AGFA-GEVAERT NV - NET SALES%WORKING CAPITAL,BE0003755692(WC08141),E,3.19,3.67,3.42,3.97,3.83,4.1,4.76,4.25,4.47,4.34,3.7,4.73,1.8
AGRANA BETEILIGUNGS - OPERATING INCOME,AT000AGRANA3(WC01250),E,175784,70690,74474,100571,196250,214484,150888,70180,77059,130331,144262,33152,48289
AGRANA BETEILIGUNGS - NET SALES%WORKING CAPITAL,AT000AGRANA3(WC08141),E,7.34,13.25,10.52,6.52,5.19,4.84,6.2,5.24,4.51,4.47,3.6,4.44,4
AHLERS AG - OPERATING INCOME,DE0005009740(WC01250),E,3067,8858,14177,13928,6665,4303,6457,110,1150,511,-9223,-6145,-17469
AHLERS AG - NET SALES%WORKING CAPITAL,DE0005009740(WC08141),E,3.18,3.37,2.96,3.14,3.11,3.08,3.12,3.18,3.18,3.22,3.94,3.59,2.56
AIB GROUP PLC - OPERATING INCOME,IE00BF0L3536(WC01250),E,906000,-2389000,-6389000,-7674000,-3916000,-1578000,1159000,1899000,1656000,1374000,1296000,524000,-881000
#ERROR,,,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,,,,,,
AIR FRANCE - KLM - OPERATING INCOME,FR0000031122(WC01250),E,1382000,-277000,-1528000,-28000,-435000,130000,-129000,-297000,207000,853000,1348000,1077000,-5678000
AIR FRANCE - KLM - NET SALES%WORKING CAPITAL,FR0000031122(WC08141),E,25.2,-7.18,-8.58,-9.27,-11.4,-8.73,-5.36,-5.85,-9.81,-12.93,-5.86,-6.62,-5.89
AIRBUS SE - OPERATING INCOME,NL0000235190(WC01250),E,2385000,-618000,917500,1102000,1758000,2085000,2829000,2542000,-683000,2025000,3852000,6330000,1422000
AIRBUS SE - NET SALES%WORKING CAPITAL,NL0000235190(WC08141),E,12.35,314.87,-25.7,-10.95,-17.02,-39.96,-107.46,-27.86,-88.42,17.71,-31.02,-12.47,5.78
AIXTRON SE - OPERATING INCOME,DE000A0WMPJ6(WC01250),E,37229,55858,287089,113093,-128184,-113170,-60901,-34866,-28991,-22312,37415,27325,22168
AIXTRON SE - NET SALES%WORKING CAPITAL,DE000A0WMPJ6(WC08141),E,2.81,1.02,1.81,1.41,0.76,0.58,0.72,0.85,0.9,1,0.96,0.82,0.93
AKASTOR ASA - OPERATING INCOME,NO0010215684(WC01250),NK,2810000,3870000,2886000,1718000,3573000,2241000,305000,-744000,-782000,-317000,-135000,229000,60000
AKASTOR ASA - NET SALES%WORKING CAPITAL,NO0010215684(WC08141),NK,13.65,21.32,11.57,10.74,17.8,10.48,6.26,-17.99,302.35,4.58,5.13,5.42,-10.29
AKER ASA - OPERATING INCOME,NO0010234552(WC01250),NK,-1278000,-822000,420000,179000,-1410000,-1115000,4129000,6413000,3110000,3152000,2300000,1148000,857000
AKER ASA - NET SALES%WORKING CAPITAL,NO0010234552(WC08141),NK,10.59,6.38,4.1,0.9,1.47,1.6,14.49,37.97,11.13,9,17.7,6.5,3.72
AKER BIOMARINE ASA - OPERATING INCOME,NO0010886625(WC01250),NK,NA,NA,NA,NA,NA,NA,NA,63822,122686,-22425,74408,-142504,-190483
AKER BIOMARINE ASA - NET SALES%WORKING CAPITAL,NO0010886625(WC08141),NK,NA,NA,NA,NA,NA,NA,NA,2.4,4.41,4.99,5.38,2.98,2.07
AKER BP ASA - OPERATING INCOME,NO0010345853(WC01250),NK,-479952,-1232081,-1813165,-1176631,-1685410,-1561241,301294,3827322,3843837,8722949,16306464,13265776,8920191
AKER BP ASA - NET SALES%WORKING CAPITAL,NO0010345853(WC08141),NK,0.16,0.11,0.31,0.19,0.27,0.49,9.23,12.11,4.52,-7.21,-5.08,-3.4,14.6
AKER CARBON - OPERATING INCOME,NO0010890304(WC01250),NK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-44581
AKER CARBON - NET SALES%WORKING CAPITAL,NO0010890304(WC08141),NK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
AKER SOLUTIONS ASA - OPERATING INCOME,NO0010716582(WC01250),NK,NA,NA,NA,1308000,1906000,1677000,2173000,1917000,1298000,873000,1072000,1078000,-51000
AKER SOLUTIONS ASA - NET SALES%WORKING CAPITAL,NO0010716582(WC08141),NK,NA,NA,NA,7.61,10.47,9.13,49.58,287.35,-23.86,41.67,36.73,14.23,13.27
AKKA TECHNOLOGIE - OPERATING INCOME,FR0004180537(WC01250),E,18259,12751,30298,39868,47972,51293,51030,56286,70201,79533,97501,106232,-191222
AKKA TECHNOLOGIE - NET SALES%WORKING CAPITAL,FR0004180537(WC08141),E,8.71,24.59,13.13,31.99,18.48,7.66,3.89,5.49,9.82,4.71,9.7,5.55,9.42
AKTIA BANK ABP - OPERATING INCOME,FI4000058870(WC01250),E,-7867,46263,75481,47429,57177,63796,66180,64047,60729,49056,68076,76561,55124
#ERROR,,,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,,,,,,
AKVA GROUP ASA - OPERATING INCOME,NO0003097503(WC01250),NK,23274,-23093,-40944,29253,26704,13817,67635,83082,67348,142459,117153,36076,129771
AKVA GROUP ASA - NET SALES%WORKING CAPITAL,NO0003097503(WC08141),NK,6.06,4.65,11,6.1,7.14,10.56,7.48,7.75,9.3,12.2,16.8,11.28,8.07
AKWEL SA - OPERATING INCOME,FR0000053027(WC01250),E,1162,23051,31110,33144,40195,54257,51835,79111,111124,115149,77426,91196,113711
AKWEL SA - NET SALES%WORKING CAPITAL,FR0000053027(WC08141),E,22.64,9.75,7.55,9.52,8.99,6.51,6.01,5.95,4.8,4.91,5,4.24,3.02
AKZO NOBEL N.V. - OPERATING INCOME,NL0013267909(WC01250),E,619000,1146000,1373000,1162000,1276000,887000,1072000,1462000,1502000,825000,792000,991000,1109000
AKZO NOBEL N.V. - NET SALES%WORKING CAPITAL,NL0013267909(WC08141),E,23.36,8.26,6.77,8.88,7.9,11.22,11.68,13.73,8.64,3.53,1.17,5.32,4.33
ALBIOMA SA - OPERATING INCOME,FR0000060402(WC01250),E,76345,59242,63555,63277,55053,67987,73428,62851,71675,76473,99115,103338,117165
ALBIOMA SA - NET SALES%WORKING CAPITAL,FR0000060402(WC08141),E,NA,NA,NA,NA,NA,4.83,4.67,-41.02,6.09,8.5,47.64,203.9,7.04
ALD SA - OPERATING INCOME,FR0013258662(WC01250),E,NA,NA,NA,NA,318900,429000,767700,887700,878100,953200,902300,969500,801800
ALD SA - NET SALES%WORKING CAPITAL,FR0013258662(WC08141),E,NA,NA,NA,NA,-1.97,-2.65,-5.05,-2.72,-2.69,-1.93,-2.66,-2.1,-1.83
ALFA LAVAL AB - OPERATING INCOME,SE0000695876(WC01250),SK,5484000,3813000,3907000,4458000,4039000,3900000,4426000,5214000,3861000,3990000,4910000,6004000,5600000
ALFA LAVAL AB - NET SALES%WORKING CAPITAL,SE0000695876(WC08141),SK,6.92,9.93,6.36,6.2,5.72,6.63,8.43,10.88,7.41,6.2,8.32,4.83,4.07
ALFEN NV - OPERATING INCOME,NL0012817175(WC01250),E,NA,NA,NA,NA,NA,NA,NA,1340,1607,1449,-1794,8551,17351
ALFEN NV - NET SALES%WORKING CAPITAL,NL0012817175(WC08141),E,NA,NA,NA,NA,NA,NA,NA,37.06,54.4,106.48,-123.68,-3406.55,3.45
ALIMAK GROUP - OPERATING INCOME,SE0007158910(WC01250),SK,NA,NA,NA,NA,137439,267260,287656,350208,306811,416800,439400,565100,273400
ALIMAK GROUP - NET SALES%WORKING CAPITAL,SE0007158910(WC08141),SK,NA,NA,NA,NA,4.85,3.84,3.22,2.41,3.01,3.02,3.11,3.11,3.31
ALIOR BANK SA - OPERATING INCOME,PLALIOR00045(WC01250),PZ,NA,-332398,-123146,165837,229755,294983,451561,410113,219204,798578,1062637,574416,-1953
#ERROR,,,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,,,,,,
ALK-ABELLO A/S - OPERATING INCOME,DK0060027142(WC01250),DK,88000,138000,169000,297000,182000,129000,309000,294000,535000,70000,-123000,-30000,151000
ALK-ABELLO A/S - NET SALES%WORKING CAPITAL,DK0060027142(WC08141),DK,2.77,3.35,5.11,2.95,3.64,4.26,4.79,4.16,2.63,1.95,2.29,2.49,2.66
SIXT LEASING SE - OPERATING INCOME,DE000A0DPRE6(WC01250),E,NA,NA,NA,NA,36325,34088,45427,41134,42642,37782,36283,28482,7567
SIXT LEASING SE - NET SALES%WORKING CAPITAL,DE000A0DPRE6(WC08141),E,NA,NA,NA,NA,-0.9,-0.84,-0.74,-255.52,-3.9,-1.77,-5.45,-5.94,-3.81
ALLEGRO.EU - OPERATING INCOME,LU2237380790(WC01250),PZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,216766,601174,791715,1013122
ALLEGRO.EU - NET SALES%WORKING CAPITAL,LU2237380790(WC08141),PZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.14,2.95,60.32,3.79
ALLIANZ SE - OPERATING INCOME,DE0008404005(WC01250),E,4687000,7567000,9141000,6895000,10566000,14000000,9551000,12188000,12311000,16756000,13846000,13741000,22019000
#ERROR,,,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,,,,,,
ALLIGATOR BIOSCIE - OPERATING INCOME,SE0000767188(WC01250),SK,NA,NA,NA,NA,NA,NA,-78384,209264,-35071,-63194,-152249,-213173,-145200
ALLIGATOR BIOSCIE - NET SALES%WORKING CAPITAL,SE0000767188(WC08141),SK,NA,NA,NA,NA,NA,NA,0,0.83,0.09,0.11,0.07,0.03,0.05
ALM. BRAND A/S - OPERATING INCOME,DK0015250344(WC01250),DK,613000,-503000,-60000,-52000,1032000,1326000,882000,810000,1173000,968000,699000,699000,956000
#ERROR,,,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,,,,,,
ALM EQUITY AB (PUBL) - OPERATING INCOME,SE0000540163(WC01250),SK,NA,NA,NA,NA,NA,NA,169032,191777,217266,455453,189851,144000,203000
ALM EQUITY AB (PUBL) - NET SALES%WORKING CAPITAL,SE0000540163(WC08141),SK,1.72,0.64,0.86,1.02,1.16,0.67,1.12,1.03,0.9,0.86,0.66,0.76,1.13
ALMIRALL SA - OPERATING INCOME,ES0157097017(WC01250),E,12591,71290,34752,-8105,-162053,-126202,-56221,39588,1663,-100625,55129,105458,102082
ALMIRALL SA - NET SALES%WORKING CAPITAL,ES0157097017(WC08141),E,7.09,4.72,5.3,17.04,11.2,-10.91,1.05,0.81,2.08,3.83,4.44,5.34,53.15
ALPHA SERVICES - OPERATING INCOME,GRS015003007(WC01250),E,611151,503917,223653,56765,-1279025,-978974,-975084,-2005279,122207,213313,-228279,165934,140023
#ERROR,,,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,,,,,,
ALSTOM SA - OPERATING INCOME,FR0010220475(WC01250),E,1269000,1525000,1753000,1271000,1406000,1463000,1424000,318000,366000,421000,514000,556000,578000
ALSTOM SA - NET SALES%WORKING CAPITAL,FR0010220475(WC08141),E,-4.86,-5.14,-21.62,-12.13,-12.21,-18,-16.36,-4.31,9.34,14.73,108.92,7.83,13.56
ALSTRIA OFFICE - OPERATING INCOME,DE000A0LD2U1(WC01250),E,36651,51767,55526,43537,55791,44067,56755,58338,130985,120921,115643,110117,101984
#ERROR,,,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,,,,,,
ALTEN - OPERATING INCOME,FR0000071946(WC01250),E,91526,64754,93105,107902,120736,116070,134081,153139,175953,189161,220496,259666,138615
ALTEN - NET SALES%WORKING CAPITAL,FR0000071946(WC08141),E,6.52,6.19,5.62,6.11,5.96,5.47,6.44,7.04,7.29,6.08,5.55,5.82,5.43
ALTRI SGPS S.A. - OPERATING INCOME,PTALT0AE0002(WC01250),E,21522,-21371,114198,68068,100306,88607,63297,167489,113062,151040,237422,159224,50237
ALTRI SGPS S.A. - NET SALES%WORKING CAPITAL,PTALT0AE0002(WC08141),E,-2.92,-4.35,-6.52,-3.19,-10.65,534.03,-5.83,3.95,3.21,6.07,6.17,6.09,5.56
AMADEUS FIRE AG - OPERATING INCOME,DE0005093108(WC01250),E,18164,15960,18602,22113,22641,23201,26698,28486,29833,32095,37255,38993,30894
AMADEUS FIRE AG - NET SALES%WORKING CAPITAL,DE0005093108(WC08141),E,5.87,4.85,4.38,3.89,3.85,3.92,4.05,4.35,4.32,4.6,4.72,-1.41,-14.96
AMADEUS IT GROUP SA - OPERATING INCOME,ES0109067019(WC01250),E,557089,578856,322630,779505,831175,975887,975036,1072995,1239100,1355500,1402300,1504500,-474900
AMADEUS IT GROUP SA - NET SALES%WORKING CAPITAL,ES0109067019(WC08141),E,-119.14,13.1,15.63,-14.89,-6.61,-10.09,-4.62,-4.43,-3.68,-4.61,-3.73,-3.65,3
AMBEA AB (PUBL) - OPERATING INCOME,SE0009663826(WC01250),SK,NA,NA,NA,NA,NA,NA,131000,194000,228000,359000,363000,426000,654000
AMBEA AB (PUBL) - NET SALES%WORKING CAPITAL,SE0009663826(WC08141),SK,NA,NA,NA,NA,NA,NA,53.37,-5.95,28.22,-4.7,-4.47,-3.88,-4.23
AMBU A/S - OPERATING INCOME,DK0060946788(WC01250),DK,86393,110325,118341,144313,156760,158000,198000,236000,345000,436000,563000,480000,435000
AMBU A/S - NET SALES%WORKING CAPITAL,DK0060946788(WC08141),DK,5.7,5.76,4.57,4.25,3.33,4.32,4.51,4.72,5.44,-8.29,5.1,18.31,18.11
AMG ADVANCED METAL - OPERATING INCOME,NL0000888691(WC01250),E,87627,20577,37589,47194,38026,27716,34235,34755,61044,76250,155094,144448,20810
AMG ADVANCED METAL - NET SALES%WORKING CAPITAL,NL0000888691(WC08141),E,7.16,4.02,4.43,5.5,4.73,6.09,6.28,6.07,4.91,5.02,2.77,4.98,5.08
AMPLIFON SPA - OPERATING INCOME,IT0004056880(WC01250),E,41910,53498,67481,98036,97085,73520,92371,107810,136904,151140,159858,200985,120299
AMPLIFON SPA - NET SALES%WORKING CAPITAL,IT0004056880(WC08141),E,29.07,125.82,97.29,57.38,-17.11,7.43,6.43,9.67,11.1,-5.41,-19,-7.35,9.17
AMUNDI SA - OPERATING INCOME,FR0004125920(WC01250),E,NA,NA,NA,NA,706653,661636,726256,774130,800051,936726,1111986,1246606,1154178
#ERROR,,,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,,,,,,
ANDRITZ AG - OPERATING INCOME,AT0000730007(WC01250),E,202626,123549,200347,268211,283429,17820,238441,342545,324917,223718,253832,190166,265779
ANDRITZ AG - NET SALES%WORKING CAPITAL,AT0000730007(WC08141),E,6.79,5.23,5.83,9.03,10.01,18.99,27.79,9.76,8.2,5.72,12.77,8.89,7.22
ANHEUSER BUSCH IN - OPERATING INCOME,BE0974293251(WC01250),E,3752000,7083268,8137710,8605078,9396411,9783723,10536114,11515489,11317096,14880605,14531613,13969960,10608852
ANHEUSER BUSCH IN - NET SALES%WORKING CAPITAL,BE0974293251(WC08141),E,-1.72,-11.1,-11.79,-4.94,183.05,-6.43,-4.97,-4.22,14.77,-4.85,-3.29,-8.71,-8.55
ANIMA HOLDING - OPERATING INCOME,IT0004998065(WC01250),E,NA,NA,NA,18176,60574,108154,121779,181567,154514,156703,181320,207073,235137
#ERROR,,,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,,,,,,
ANORA GROUP OYJ - OPERATING INCOME,FI4000292438(WC01250),E,NA,NA,NA,NA,15600,-11400,-26700,15300,33700,18000,12500,17500,16800
