Name,Code,25/05/2008,25/05/2009,25/05/2010,25/05/2011,25/05/2012,25/05/2013,25/05/2014,25/05/2015,25/05/2016,25/05/2017,25/05/2018,25/05/2019,25/05/2020
SWEDISH MATCH - COST OF GOODS SOLD (EXCL DEP),SE0015812219(WC01051),6451000,6865000,6387000,5590000,5941000,6460000,6904000,7487000,8116000,8467000,4573000,4980000,5315000
GARO - COST OF GOODS SOLD (EXCL DEP),SE0015812417(WC01051),NA,NA,NA,NA,NA,194700,226700,291400,340200,403000,454900,515600,522200
LIFCO B - COST OF GOODS SOLD (EXCL DEP),SE0015949201(WC01051),NA,2636961,2869534,3594106,3939637,3813564,4216000,4820000,5360000,5705000,6767000,7930000,7838000
TETHYS OIL - COST OF GOODS SOLD (EXCL DEP),SE0015949847(WC01051),NA,NA,7598,10189,NA,NA,1000,322000,302796,298204,400803,566556,395552
HEXAGON B - COST OF GOODS SOLD (EXCL DEP),SE0015961909(WC01051),7594000,6030000,6676000,9089797,9213281,9212479,9656116,11030436,11545714,12155719,14103723,14300425,12195019
NIBE INDUSTRIER - COST OF GOODS SOLD (EXCL DEP),SE0015988019(WC01051),3825700,3622000,4059900,4935600,5529200,5850200,6426000,7762000,9034000,11509000,13976000,15506000,16335000
KRKA - COST OF GOODS SOLD (EXCL DEP),SI0031102120(WC01051),253493,293569,303688,329518,377589,395122,372567,382340,441866,430643,450537,534806,511928
CRITEO ADR 1:1 - COST OF GOODS SOLD (EXCL DEP),US2267181046(WC01051),NA,NA,NA,NA,NA,367162,606511,814691,1109750,1407491,1390407,1335363,1310312
MATERIALISE ADR 1:1 - COST OF GOODS SOLD (EXCL DEP),US57667T1007(WC01051),NA,NA,NA,NA,24893,29625,34516,38605,41410,57552,77455,77091,67032
MISSION PRODUCE - COST OF GOODS SOLD (EXCL DEP),US60510V1089(WC01051),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,796491,712160,719600
ROS AGRO GDR - COST OF GOODS SOLD (EXCL DEP),US7496552057(WC01051),13071664,16492487,20670289,30623709,24017387,28309617,44495947,39348945,53406082,51580147,54632370,102292957,111157259
TERNIUM SPN.ADR 1:10 - COST OF GOODS SOLD (EXCL DEP),US8808901081(WC01051),5684486,3787756,5350304,6754478,6553648,6274186,6559314,6093528,5029516,6619288,8001432,7925701,6558016
VEON ADR 1:1 - COST OF GOODS SOLD (EXCL DEP),US91822M1062(WC01051),2363856,1989125,2468404,5623028,6132021,5912982,4931997,2187001,1985003,2139012,2116002,2032990,1105001
